序号,分层,易投指数0-5,期刊全称,ISO缩写,ISSN,eISSN,2025 JIF,5年JIF,最佳JIF分区,JIF排名(主表),最佳JCI分区,主表JCI分区,JCI,最高JIF百分位,年发文量,总被引,医学相关学科,学科及分区明细,出版商,出版商分组,是否SCIE,Web of Science版本,常见OA模式,版面费参考(须官网核实),OA付费可能性,版面费查询入口,AIM作者须知检索
143,1-Q1且IF大于10,2,JAMA Surgery,JAMA SURG,2168-6254,2168-6262,15.6,18.1,Q1,1/321,Q1,Q1,6.17,99.8,108.0,21579.0,SURGERY,SURGERY(JIF Q1/JCI Q1),AMER MEDICAL ASSOC,其他,是,SCIE,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=JAMA+Surgery+aims+scope+instructions+for+authors+APC
144,1-Q1且IF大于10,2,Cancer Discovery,CANCER DISCOV,2159-8274,2159-8290,29.5,33.6,Q1,10/333,Q1,Q1,6.35,97.1,107.0,40579.0,ONCOLOGY,ONCOLOGY(JIF Q1/JCI Q1),AMER ASSOC CANCER RESEARCH,其他,是,SCIE,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=Cancer+Discovery+aims+scope+instructions+for+authors+APC
145,1-Q1且IF大于10,2,KIDNEY INTERNATIONAL,KIDNEY INT,0085-2538,1523-1755,21.8,18.0,Q1,3/134,Q1,Q1,5.07,98.1,107.0,52229.0,UROLOGY & NEPHROLOGY,UROLOGY & NEPHROLOGY(JIF Q1/JCI Q1),ELSEVIER SCIENCE INC,Elsevier,是,SCIE,混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=KIDNEY+INTERNATIONAL+aims+scope+instructions+for+authors+APC
146,1-Q1且IF大于10,2,ANNALS OF INTERNAL MEDICINE,ANN INTERN MED,0003-4819,1539-3704,17.2,17.4,Q1,9/336,Q1,Q1,3.66,97.5,106.0,69750.0,"MEDICINE, GENERAL & INTERNAL","MEDICINE, GENERAL & INTERNAL(JIF Q1/JCI Q1)",AMER COLL PHYSICIANS,其他,是,SCIE,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=ANNALS+OF+INTERNAL+MEDICINE+aims+scope+instructions+for+authors+APC
147,1-Q1且IF大于10,2,JAMA Ophthalmology,JAMA OPHTHALMOL,2168-6165,2168-6173,10.5,9.1,Q1,3/98,Q1,Q1,3.87,97.4,106.0,12018.0,OPHTHALMOLOGY,OPHTHALMOLOGY(JIF Q1/JCI Q1),AMER MEDICAL ASSOC,其他,是,SCIE,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=JAMA+Ophthalmology+aims+scope+instructions+for+authors+APC
148,1-Q1且IF大于10,2,CANCER CELL,CANCER CELL,1535-6108,1878-3686,56.1,58.5,Q1,3/207,Q1,Q1,8.22,98.8,104.0,64398.0,CELL BIOLOGY; ONCOLOGY,CELL BIOLOGY(JIF Q1/JCI Q1) | ONCOLOGY(JIF Q1/JCI Q1),CELL PRESS,其他,是,SCIE,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=CANCER+CELL+aims+scope+instructions+for+authors+APC
149,1-Q1且IF大于10,2,JAMA Internal Medicine,JAMA INTERN MED,2168-6106,2168-6114,26.3,22.9,Q1,7/336,Q1,Q1,6.35,98.1,104.0,28116.0,"MEDICINE, GENERAL & INTERNAL","MEDICINE, GENERAL & INTERNAL(JIF Q1/JCI Q1)",AMER MEDICAL ASSOC,其他,是,SCIE,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=JAMA+Internal+Medicine+aims+scope+instructions+for+authors+APC
150,1-Q1且IF大于10,2,Nature Cancer,NAT CANCER,,2662-1347,28.0,31.2,Q1,12/333,Q1,Q1,5.64,96.5,103.0,14846.0,ONCOLOGY,ONCOLOGY(JIF Q1/JCI Q1),NATURE PORTFOLIO,Springer Nature,是,SCIE,混合/全OA,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑",中高,https://www.springernature.com/gp/open-research/journals-books/journals,https://www.google.com/search?q=Nature+Cancer+aims+scope+instructions+for+authors+APC
151,1-Q1且IF大于10,2,JAMA Neurology,JAMA NEUROL,2168-6149,2168-6157,23.6,24.0,Q1,3/296,Q1,Q1,6.2,99.2,103.0,26720.0,CLINICAL NEUROLOGY,CLINICAL NEUROLOGY(JIF Q1/JCI Q1),AMER MEDICAL ASSOC,其他,是,SCIE,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=JAMA+Neurology+aims+scope+instructions+for+authors+APC
152,1-Q1且IF大于10,2,HemaSphere,HEMASPHERE,,2572-9241,11.3,10.6,Q1,8/103,Q1,Q1,1.26,92.7,103.0,4085.0,HEMATOLOGY,HEMATOLOGY(JIF Q1/JCI Q1),WILEY,Wiley,是,SCIE,混合为主,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700",中,https://authorservices.wiley.com/author-resources/Journal-Authors/open-access/article-publication-charges.html,https://www.google.com/search?q=HemaSphere+aims+scope+instructions+for+authors+APC
153,1-Q1且IF大于10,2,JAMA Pediatrics,JAMA PEDIATR,2168-6203,2168-6211,17.1,19.8,Q1,1/190,Q1,Q1,6.51,99.7,102.0,21513.0,PEDIATRICS,PEDIATRICS(JIF Q1/JCI Q1),AMER MEDICAL ASSOC,其他,是,SCIE,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=JAMA+Pediatrics+aims+scope+instructions+for+authors+APC
154,1-Q1且IF大于10,2,TRENDS IN BIOTECHNOLOGY,TRENDS BIOTECHNOL,0167-7799,1879-3096,16.6,17.2,Q1,3/180,Q1,Q1,1.64,98.6,102.0,21544.0,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,BIOTECHNOLOGY & APPLIED MICROBIOLOGY(JIF Q1/JCI Q1),CELL PRESS,其他,是,SCIE,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=TRENDS+IN+BIOTECHNOLOGY+aims+scope+instructions+for+authors+APC
155,1-Q1且IF大于10,2,npj Aging,NPJ AGING,,2731-6068,13.0,12.2,Q1,4/72,Q1,Q1,2.03,95.1,102.0,1351.0,GERIATRICS & GERONTOLOGY,GERIATRICS & GERONTOLOGY(JIF Q1/JCI Q1),NATURE PUBL GROUP,其他,否,ESCI,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=npj+Aging+aims+scope+instructions+for+authors+APC
156,1-Q1且IF大于10,2,Journal of Thoracic Oncology,J THORAC ONCOL,1556-0864,1556-1380,23.3,22.3,Q1,3/107,Q1,Q1,4.6,97.7,101.0,29690.0,ONCOLOGY; RESPIRATORY SYSTEM,ONCOLOGY(JIF Q1/JCI Q1) | RESPIRATORY SYSTEM(JIF Q1/JCI Q1),ELSEVIER SCIENCE INC,Elsevier,是,SCIE,混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=Journal+of+Thoracic+Oncology+aims+scope+instructions+for+authors+APC
157,1-Q1且IF大于10,1,ACTA NEUROPATHOLOGICA,ACTA NEUROPATHOL,0001-6322,1432-0533,10.3,11.1,Q1,3/89,Q1,Q1,3.14,97.2,99.0,26249.0,CLINICAL NEUROLOGY; NEUROSCIENCES; PATHOLOGY,CLINICAL NEUROLOGY(JIF Q1/JCI Q1) | NEUROSCIENCES(JIF Q1/JCI Q1) | PATHOLOGY(JIF Q1/JCI Q1),SPRINGER,Springer,是,SCIE,混合为主,"订阅路线通常无APC；选OA约 USD 2,790-4,290",中,https://www.springer.com/gp/open-access,https://www.google.com/search?q=ACTA+NEUROPATHOLOGICA+aims+scope+instructions+for+authors+APC
158,1-Q1且IF大于10,1,JAMA Oncology,JAMA ONCOL,2374-2437,2374-2445,23.9,24.5,Q1,14/333,Q1,Q1,4.13,95.9,98.0,32733.0,ONCOLOGY,ONCOLOGY(JIF Q1/JCI Q1),AMER MEDICAL ASSOC,其他,是,SCIE,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=JAMA+Oncology+aims+scope+instructions+for+authors+APC
159,1-Q1且IF大于10,1,Cell Stem Cell,CELL STEM CELL,1934-5909,1875-9777,23.3,24.4,Q1,1/32,Q1,Q1,4.08,98.4,98.0,33534.0,CELL & TISSUE ENGINEERING; CELL BIOLOGY,CELL & TISSUE ENGINEERING(JIF Q1/JCI Q1) | CELL BIOLOGY(JIF Q1/JCI Q1),CELL PRESS,其他,是,SCIE,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=Cell+Stem+Cell+aims+scope+instructions+for+authors+APC
160,1-Q1且IF大于10,1,INTENSIVE CARE MEDICINE,INTENS CARE MED,0342-4642,1432-1238,22.0,26.7,Q1,2/66,Q1,Q1,3.64,97.7,98.0,34080.0,CRITICAL CARE MEDICINE,CRITICAL CARE MEDICINE(JIF Q1/JCI Q1),SPRINGER,Springer,是,SCIE,混合为主,"订阅路线通常无APC；选OA约 USD 2,790-4,290",中,https://www.springer.com/gp/open-access,https://www.google.com/search?q=INTENSIVE+CARE+MEDICINE+aims+scope+instructions+for+authors+APC
161,1-Q1且IF大于10,1,Blood Cancer Journal,BLOOD CANCER J,2044-5385,2044-5385,13.8,14.0,Q1,6/103,Q1,Q1,2.22,94.7,97.0,10205.0,HEMATOLOGY; ONCOLOGY,HEMATOLOGY(JIF Q1/JCI Q1) | ONCOLOGY(JIF Q1/JCI Q1),SPRINGERNATURE,Springer Nature,是,SCIE,混合/全OA,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑",中高,https://www.springernature.com/gp/open-research/journals-books/journals,https://www.google.com/search?q=Blood+Cancer+Journal+aims+scope+instructions+for+authors+APC
162,1-Q1且IF大于10,1,JAMA Dermatology,JAMA DERMATOL,2168-6068,2168-6084,10.9,12.6,Q1,4/99,Q1,Q1,3.91,96.5,97.0,12692.0,DERMATOLOGY,DERMATOLOGY(JIF Q1/JCI Q1),AMER MEDICAL ASSOC,其他,是,SCIE,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=JAMA+Dermatology+aims+scope+instructions+for+authors+APC
163,1-Q1且IF大于10,1,Med,MED-CAMBRIDGE,2666-6359,2666-6340,13.3,12.1,Q1,14/191,Q1,Q1,2.72,92.9,96.0,3592.0,"MEDICINE, RESEARCH & EXPERIMENTAL","MEDICINE, RESEARCH & EXPERIMENTAL(JIF Q1/JCI Q1)",CELL PRESS,其他,否,ESCI,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=Med+aims+scope+instructions+for+authors+APC
164,1-Q1且IF大于10,1,Lancet Microbe,LANCET MICROBE,,2666-5247,21.9,20.1,Q1,2/141,Q1,Q1,3.69,98.9,95.0,8267.0,INFECTIOUS DISEASES; MICROBIOLOGY,INFECTIOUS DISEASES(JIF Q1/JCI Q1) | MICROBIOLOGY(JIF Q1/JCI Q1),ELSEVIER,Elsevier,是,SCIE,混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=Lancet+Microbe+aims+scope+instructions+for+authors+APC
165,1-Q1且IF大于10,1,Nature Cardiovascular Research,NAT CARDIOVASC RES,,2731-0590,12.6,13.5,Q1,11/237,Q1,Q1,2.88,95.6,94.0,3499.0,CARDIAC & CARDIOVASCULAR SYSTEMS,CARDIAC & CARDIOVASCULAR SYSTEMS(JIF Q1/JCI Q1),SPRINGERNATURE,Springer Nature,否,ESCI,混合/全OA,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑",中高,https://www.springernature.com/gp/open-research/journals-books/journals,https://www.google.com/search?q=Nature+Cardiovascular+Research+aims+scope+instructions+for+authors+APC
166,1-Q1且IF大于10,1,DRUG RESISTANCE UPDATES,DRUG RESIST UPDATE,1368-7646,1532-2084,22.0,23.0,Q1,3/356,Q1,Q1,4.47,99.3,93.0,9360.0,PHARMACOLOGY & PHARMACY,PHARMACOLOGY & PHARMACY(JIF Q1/JCI Q1),CHURCHILL LIVINGSTONE,Elsevier,是,SCIE,混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=DRUG+RESISTANCE+UPDATES+aims+scope+instructions+for+authors+APC
167,1-Q1且IF大于10,1,Molecular Plant,MOL PLANT,1674-2052,1752-9867,32.7,31.3,Q1,1/285,Q1,Q1,4.84,98.6,88.0,32597.0,BIOCHEMISTRY & MOLECULAR BIOLOGY,BIOCHEMISTRY & MOLECULAR BIOLOGY(JIF Q1/JCI Q1),CELL PRESS,其他,是,SCIE,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=Molecular+Plant+aims+scope+instructions+for+authors+APC
168,1-Q1且IF大于10,1,Lancet Planetary Health,LANCET PLANET HEALTH,,2542-5196,20.5,29.5,Q1,5/443,Q1,Q1,4.37,99.0,88.0,14537.0,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(JIF Q1/JCI Q1)",ELSEVIER SCI LTD,Elsevier,是,"SCIE; SCIE, SSCI",混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=Lancet+Planetary+Health+aims+scope+instructions+for+authors+APC
169,1-Q1且IF大于10,1,ENVIRONMENTAL HEALTH PERSPECTIVES,ENVIRON HEALTH PERSP,0091-6765,1552-9924,10.9,12.1,Q1,11/443,Q1,Q1,2.38,97.6,84.0,41356.0,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; TOXICOLOGY","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(JIF Q1/JCI Q1) | TOXICOLOGY(JIF Q1/JCI Q1)",US DEPT HEALTH HUMAN SCIENCES PUBLIC HEALTH SCIENCE,其他,是,SCIE,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=ENVIRONMENTAL+HEALTH+PERSPECTIVES+aims+scope+instructions+for+authors+APC
170,1-Q1且IF大于10,1,SEMINARS IN CANCER BIOLOGY,SEMIN CANCER BIOL,1044-579X,1096-3650,20.3,17.2,Q1,18/333,Q1,Q1,3.7,94.7,83.0,21930.0,ONCOLOGY,ONCOLOGY(JIF Q1/JCI Q1),ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,Elsevier,是,SCIE,混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=SEMINARS+IN+CANCER+BIOLOGY+aims+scope+instructions+for+authors+APC
171,1-Q1且IF大于10,1,Nature Computational Science,NAT COMPUT SCI,,2662-8457,20.3,21.9,Q1,2/146,Q1,Q1,3.6,95.4,82.0,6661.0,MULTIDISCIPLINARY SCIENCES,MULTIDISCIPLINARY SCIENCES(JIF Q1/JCI Q1),SPRINGERNATURE,Springer Nature,是,SCIE,混合/全OA,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑",中高,https://www.springernature.com/gp/open-research/journals-books/journals,https://www.google.com/search?q=Nature+Computational+Science+aims+scope+instructions+for+authors+APC
172,1-Q1且IF大于10,1,Lancet Public Health,LANCET PUBLIC HEALTH,2468-2667,2468-2667,26.5,32.8,Q1,3/443,Q1,Q1,7.61,99.4,76.0,17385.0,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(JIF Q1/JCI Q1)",ELSEVIER SCI LTD,Elsevier,是,"SCIE, SSCI",混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=Lancet+Public+Health+aims+scope+instructions+for+authors+APC
173,1-Q1且IF大于10,1,NEJM Evidence,NEJM EVID,,2766-5526,11.6,16.0,Q1,13/336,Q1,Q1,3.56,96.3,76.0,4480.0,"MEDICINE, GENERAL & INTERNAL","MEDICINE, GENERAL & INTERNAL(JIF Q1/JCI Q1)",MASSACHUSETTS MEDICAL SOC,其他,否,ESCI,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=NEJM+Evidence+aims+scope+instructions+for+authors+APC
174,1-Q1且IF大于10,1,Bone Research,BONE RES,2095-4700,2095-6231,20.1,19.9,Q1,2/32,Q1,Q1,3.37,95.3,74.0,8555.0,CELL & TISSUE ENGINEERING,CELL & TISSUE ENGINEERING(JIF Q1/JCI Q1),SPRINGERNATURE,Springer Nature,是,SCIE,混合/全OA,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑",中高,https://www.springernature.com/gp/open-research/journals-books/journals,https://www.google.com/search?q=Bone+Research+aims+scope+instructions+for+authors+APC
175,1-Q1且IF大于10,1,SPORTS MEDICINE,SPORTS MED,0112-1642,1179-2035,11.0,13.7,Q1,3/136,Q1,Q1,2.27,98.2,73.0,36000.0,SPORT SCIENCES,SPORT SCIENCES(JIF Q1/JCI Q1),ADIS INT LTD,其他,是,SCIE,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=SPORTS+MEDICINE+aims+scope+instructions+for+authors+APC
176,1-Q1且IF大于10,1,Cell Discovery,CELL DISCOV,,2056-5968,16.9,16.3,Q1,16/207,Q1,Q1,1.86,92.5,72.0,8357.0,CELL BIOLOGY,CELL BIOLOGY(JIF Q1/JCI Q1),SPRINGERNATURE,Springer Nature,是,SCIE,混合/全OA,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑",中高,https://www.springernature.com/gp/open-research/journals-books/journals,https://www.google.com/search?q=Cell+Discovery+aims+scope+instructions+for+authors+APC
177,1-Q1且IF大于10,1,Molecular Biomedicine,MOL BIOMED,,2662-8651,13.0,11.8,Q1,22/328,Q1,Q1,1.23,93.4,71.0,2618.0,"BIOCHEMISTRY & MOLECULAR BIOLOGY; CELL BIOLOGY; MEDICINE, RESEARCH & EXPERIMENTAL","BIOCHEMISTRY & MOLECULAR BIOLOGY(JIF Q1/JCI Q1) | CELL BIOLOGY(JIF Q1/JCI Q1) | MEDICINE, RESEARCH & EXPERIMENTAL(JIF Q1/JCI Q1)",SPRINGERNATURE,Springer Nature,否,ESCI,混合/全OA,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑",中高,https://www.springernature.com/gp/open-research/journals-books/journals,https://www.google.com/search?q=Molecular+Biomedicine+aims+scope+instructions+for+authors+APC
178,1-Q1且IF大于10,1,Lancet Respiratory Medicine,LANCET RESP MED,2213-2600,,34.7,34.2,Q1,1/107,Q1,Q1,7.93,99.5,69.0,25277.0,CRITICAL CARE MEDICINE; RESPIRATORY SYSTEM,CRITICAL CARE MEDICINE(JIF Q1/JCI Q1) | RESPIRATORY SYSTEM(JIF Q1/JCI Q1),ELSEVIER SCI LTD,Elsevier,是,SCIE,混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=Lancet+Respiratory+Medicine+aims+scope+instructions+for+authors+APC
179,1-Q1且IF大于10,1,Molecular Neurodegeneration,MOL NEURODEGENER,,1750-1326,19.6,21.1,Q1,5/330,Q1,Q1,3.58,98.6,69.0,14388.0,NEUROSCIENCES,NEUROSCIENCES(JIF Q1/JCI Q1),BMC,BMC,是,SCIE,全OA,"约 USD 1,990-2,890（旗舰刊更高）",高,https://www.biomedcentral.com/getpublished/article-processing-charges,https://www.google.com/search?q=Molecular+Neurodegeneration+aims+scope+instructions+for+authors+APC
180,1-Q1且IF大于10,1,Innovation,INNOVATION-AMSTERDAM,2666-6758,2666-6758,39.5,46.0,Q1,4/140,Q1,Q1,3.66,97.5,68.0,13607.0,MULTIDISCIPLINARY SCIENCES,MULTIDISCIPLINARY SCIENCES(JIF Q1/JCI Q1),CELL PRESS,其他,否,ESCI,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=Innovation+aims+scope+instructions+for+authors+APC
181,1-Q1且IF大于10,1,EUROPEAN UROLOGY,EUR UROL,0302-2838,1873-7560,29.1,25.0,Q1,2/134,Q1,Q1,7.51,98.9,67.0,38364.0,UROLOGY & NEPHROLOGY,UROLOGY & NEPHROLOGY(JIF Q1/JCI Q1),ELSEVIER,Elsevier,是,SCIE,混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=EUROPEAN+UROLOGY+aims+scope+instructions+for+authors+APC
182,1-Q1且IF大于10,1,JOURNAL OF BIOMEDICAL SCIENCE,J BIOMED SCI,1021-7770,1423-0127,14.5,13.2,Q1,8/191,Q1,Q1,1.67,96.1,67.0,12330.0,"CELL BIOLOGY; MEDICINE, RESEARCH & EXPERIMENTAL","CELL BIOLOGY(JIF Q1/JCI Q1) | MEDICINE, RESEARCH & EXPERIMENTAL(JIF Q1/JCI Q1)",BMC,BMC,是,SCIE,全OA,"约 USD 1,990-2,890（旗舰刊更高）",高,https://www.biomedcentral.com/getpublished/article-processing-charges,https://www.google.com/search?q=JOURNAL+OF+BIOMEDICAL+SCIENCE+aims+scope+instructions+for+authors+APC
183,1-Q1且IF大于10,1,Cellular & Molecular Immunology,CELL MOL IMMUNOL,1672-7681,2042-0226,23.9,27.6,Q1,5/183,Q1,Q1,3.01,97.5,66.0,21315.0,IMMUNOLOGY,IMMUNOLOGY(JIF Q1/JCI Q1),CHIN SOCIETY IMMUNOLOGY,其他,是,SCIE,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=Cellular+&+Molecular+Immunology+aims+scope+instructions+for+authors+APC
184,1-Q1且IF大于10,1,JACC-Cardiovascular Imaging,JACC-CARDIOVASC IMAG,1936-878X,1876-7591,19.0,15.3,Q1,2/217,Q1,Q1,4.34,99.3,66.0,19131.0,"CARDIAC & CARDIOVASCULAR SYSTEMS; RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","CARDIAC & CARDIOVASCULAR SYSTEMS(JIF Q1/JCI Q1) | RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING(JIF Q1/JCI Q1)",ELSEVIER SCIENCE INC,Elsevier,是,SCIE,混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=JACC-Cardiovascular+Imaging+aims+scope+instructions+for+authors+APC
185,1-Q1且IF大于10,1,Biomarker Research,BIOMARK RES,,2050-7771,14.6,13.9,Q1,7/191,Q1,Q1,1.8,96.6,66.0,7601.0,"MEDICINE, RESEARCH & EXPERIMENTAL; ONCOLOGY","MEDICINE, RESEARCH & EXPERIMENTAL(JIF Q1/JCI Q1) | ONCOLOGY(JIF Q1/JCI Q1)",BMC,BMC,是,SCIE,全OA,"约 USD 1,990-2,890（旗舰刊更高）",高,https://www.biomedcentral.com/getpublished/article-processing-charges,https://www.google.com/search?q=Biomarker+Research+aims+scope+instructions+for+authors+APC
186,1-Q1且IF大于10,1,Lancet Digital Health,LANCET DIGIT HEALTH,,2589-7500,25.5,29.8,Q1,1/54,Q1,Q1,3.78,99.1,65.0,11618.0,"MEDICAL INFORMATICS; MEDICINE, GENERAL & INTERNAL","MEDICAL INFORMATICS(JIF Q1/JCI Q1) | MEDICINE, GENERAL & INTERNAL(JIF Q1/JCI Q1)",ELSEVIER,Elsevier,是,SCIE,混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=Lancet+Digital+Health+aims+scope+instructions+for+authors+APC
187,1-Q1且IF大于10,1,Lancet Healthy Longevity,LANCET HEALTH LONGEV,2666-7568,2666-7568,20.5,20.7,Q1,2/72,Q1,Q1,3.66,97.9,63.0,5878.0,GERIATRICS & GERONTOLOGY,GERIATRICS & GERONTOLOGY(JIF Q1/JCI Q1),ELSEVIER,Elsevier,是,SCIE,混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=Lancet+Healthy+Longevity+aims+scope+instructions+for+authors+APC
188,1-Q1且IF大于10,1,Radiology-Artificial Intelligence,RADIOL-ARTIF INTELL,2638-6100,2638-6100,20.1,16.1,Q1,1/217,Q1,Q1,3.22,99.8,63.0,4771.0,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING(JIF Q1/JCI Q1)",RADIOLOGICAL SOC NORTH AMERICA (RSNA),其他,是,SCIE,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=Radiology-Artificial+Intelligence+aims+scope+instructions+for+authors+APC
189,1-Q1且IF大于10,1,Lancet HIV,LANCET HIV,2352-3018,2352-3018,14.6,13.7,Q1,3/141,Q1,Q1,2.95,98.2,63.0,7238.0,IMMUNOLOGY; INFECTIOUS DISEASES,IMMUNOLOGY(JIF Q1/JCI Q1) | INFECTIOUS DISEASES(JIF Q1/JCI Q1),ELSEVIER INC,Elsevier,是,SCIE,混合为主,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200",中,https://www.elsevier.com/open-access/agreements,https://www.google.com/search?q=Lancet+HIV+aims+scope+instructions+for+authors+APC
190,1-Q1且IF大于10,1,Cyborg and Bionic Systems,CYBORG BIONIC SYST,,2692-7632,20.9,16.5,Q1,4/130,Q1,Q1,3.09,97.3,62.0,2883.0,"ENGINEERING, BIOMEDICAL","ENGINEERING, BIOMEDICAL(JIF Q1/JCI Q1)",AMER ASSOC ADVANCEMENT SCIENCE,其他,是,SCIE,需核实,请查期刊官网 Author / Open Access 页面,未知,,https://www.google.com/search?q=Cyborg+and+Bionic+Systems+aims+scope+instructions+for+authors+APC
191,1-Q1且IF大于10,1,CELL RESEARCH,CELL RES,1001-0602,1748-7838,31.1,38.8,Q1,7/207,Q1,Q1,3.16,96.9,61.0,30501.0,CELL BIOLOGY,CELL BIOLOGY(JIF Q1/JCI Q1),SPRINGERNATURE,Springer Nature,是,SCIE,混合/全OA,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑",中高,https://www.springernature.com/gp/open-research/journals-books/journals,https://www.google.com/search?q=CELL+RESEARCH+aims+scope+instructions+for+authors+APC
192,1-Q1且IF大于10,1,Exploration,EXPLORATION-PRC,2766-8509,2766-2098,30.4,27.6,Q1,9/472,Q1,Q1,2.29,96.8,59.0,7152.0,MULTIDISCIPLINARY SCIENCES,MULTIDISCIPLINARY SCIENCES(JIF Q1/JCI Q1),WILEY,Wiley,否,ESCI,混合为主,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700",中,https://authorservices.wiley.com/author-resources/Journal-Authors/open-access/article-publication-charges.html,https://www.google.com/search?q=Exploration+aims+scope+instructions+for+authors+APC
193,1-Q1且IF大于10,1,Experimental Hematology & Oncology,EXP HEMATOL ONCOL,,2162-3619,17.5,14.9,Q1,5/103,Q1,Q1,2.25,95.6,58.0,5424.0,HEMATOLOGY; ONCOLOGY,HEMATOLOGY(JIF Q1/JCI Q1) | ONCOLOGY(JIF Q1/JCI Q1),BMC,BMC,是,SCIE,全OA,"约 USD 1,990-2,890（旗舰刊更高）",高,https://www.biomedcentral.com/getpublished/article-processing-charges,https://www.google.com/search?q=Experimental+Hematology+&+Oncology+aims+scope+instructions+for+authors+APC
